url,title,meta_description,meta_keywords,canonical_url,description,error,og:description,og:image,og:title,og:type,robots,theme-color,twitter:card,twitter:description,twitter:image,twitter:title,viewport
https://www.comicrelief.org/what-we-do,Comic Relief | Approach,"We're empowering communities, fostering equity, and setting individuals up for economic success. Learn about how we're making poverty a thing of the past.",No keywords,No canonical URL,"We're empowering communities, fostering equity, and setting individuals up for economic success. Learn about how we're making poverty a thing of the past.",,"We're empowering communities, fostering equity, and setting individuals up for economic success. Learn about how we're making poverty a thing of the past.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Comic Relief | Approach,website,,#333,summary_large_image,"We're empowering communities, fostering equity, and setting individuals up for economic success. Learn about how we're making poverty a thing of the past.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Comic Relief | Approach,"width=device-width, initial-scale=1"
https://www.comicrelief.org/who-we-are,Comic Relief | About,"Our goal is to end poverty. This is an ambitious goal, but so are we. Learn about the long-term solutions we're implementing to solve our nation's poverty problem.",No keywords,No canonical URL,"Our goal is to end poverty. This is an ambitious goal, but so are we. Learn about the long-term solutions we're implementing to solve our nation's poverty problem.",,"Our goal is to end poverty. This is an ambitious goal, but so are we. Learn about the long-term solutions we're implementing to solve our nation's poverty problem.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Comic Relief | About,website,,#333,summary_large_image,"Our goal is to end poverty. This is an ambitious goal, but so are we. Learn about the long-term solutions we're implementing to solve our nation's poverty problem.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Comic Relief | About,"width=device-width, initial-scale=1"
https://www.comicrelief.org/give/rnd-critical-role,Red Nose Day & Critical Role,"Comic Relief US is an American nonprofit using the power of entertainment to drive positive change toward our vision of a just world, free from poverty.",No keywords,No canonical URL,"Comic Relief US is an American nonprofit using the power of entertainment to drive positive change toward our vision of a just world, free from poverty.",,"Comic Relief US is an American nonprofit using the power of entertainment to drive positive change toward our vision of a just world, free from poverty.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Red Nose Day & Critical Role,website,,#333,summary_large_image,"Comic Relief US is an American nonprofit using the power of entertainment to drive positive change toward our vision of a just world, free from poverty.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Red Nose Day & Critical Role,"width=device-width, initial-scale=1"
https://www.comicrelief.org/give/hikma,Hikma & Red Nose Day,"Hikma and Red Nose Day are committed to reducing childhood poverty so more kids have access to high-quality education and healthcare, safe and supportive places to live, and are empowered to chase their dreams.",No keywords,No canonical URL,"Hikma and Red Nose Day are committed to reducing childhood poverty so more kids have access to high-quality education and healthcare, safe and supportive places to live, and are empowered to chase their dreams.",,"Hikma and Red Nose Day are committed to reducing childhood poverty so more kids have access to high-quality education and healthcare, safe and supportive places to live, and are empowered to chase their dreams.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65ef83b3336df1a8a0927de4_HIKMA_hero_1600x780_2x.avif,Hikma & Red Nose Day,website,,#333,summary_large_image,"Hikma and Red Nose Day are committed to reducing childhood poverty so more kids have access to high-quality education and healthcare, safe and supportive places to live, and are empowered to chase their dreams.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65ef83b3336df1a8a0927de4_HIKMA_hero_1600x780_2x.avif,Hikma & Red Nose Day,"width=device-width, initial-scale=1"
https://www.comicrelief.org/red-nose-day/impact/educated,Red Nose Day Impact: Education | Comic Relief US,"Red Nose Day focuses on targeted, evidence-based educational interventions that can give every child the best chance to succeed in school, and in the future.",No keywords,No canonical URL,"Red Nose Day focuses on targeted, evidence-based educational interventions that can give every child the best chance to succeed in school, and in the future.",,"Red Nose Day focuses on targeted, evidence-based educational interventions that can give every child the best chance to succeed in school, and in the future.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Red Nose Day Impact: Education | Comic Relief US,website,,#333,summary_large_image,"Red Nose Day focuses on targeted, evidence-based educational interventions that can give every child the best chance to succeed in school, and in the future.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Red Nose Day Impact: Education | Comic Relief US,"width=device-width, initial-scale=1"
https://www.comicrelief.org/red-nose-day/impact/healthy,Red Nose Day Impact: Health | Comic Relief US,Red Nose Day believes it is possible for all children to grow up safe from preventable and treatable health problems.,No keywords,No canonical URL,Red Nose Day believes it is possible for all children to grow up safe from preventable and treatable health problems.,,Red Nose Day believes it is possible for all children to grow up safe from preventable and treatable health problems.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Red Nose Day Impact: Health | Comic Relief US,website,,#333,summary_large_image,Red Nose Day believes it is possible for all children to grow up safe from preventable and treatable health problems.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Red Nose Day Impact: Health | Comic Relief US,"width=device-width, initial-scale=1"
https://www.comicrelief.org/red-nose-day/impact/safe,Red Nose Day Impact: Safety | Comic Relief US,"Red Nose Day believes that targeted programs can change the trajectory for homeless children and street-connected youth on the move, helping to provide physical and mental safety, and the tools and resources they need to overcome their challenges.",No keywords,No canonical URL,"Red Nose Day believes that targeted programs can change the trajectory for homeless children and street-connected youth on the move, helping to provide physical and mental safety, and the tools and resources they need to overcome their challenges.",,"Red Nose Day believes that targeted programs can change the trajectory for homeless children and street-connected youth on the move, helping to provide physical and mental safety, and the tools and resources they need to overcome their challenges.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Red Nose Day Impact: Safety | Comic Relief US,website,,#333,summary_large_image,"Red Nose Day believes that targeted programs can change the trajectory for homeless children and street-connected youth on the move, helping to provide physical and mental safety, and the tools and resources they need to overcome their challenges.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Red Nose Day Impact: Safety | Comic Relief US,"width=device-width, initial-scale=1"
https://www.comicrelief.org/red-nose-day/red-nose-day-filter,Get the Red Nose Day USA Social Media Filter,How to use the Red Nose Day USA filter on your social media profile.,No keywords,No canonical URL,How to use the Red Nose Day USA filter on your social media profile.,,How to use the Red Nose Day USA filter on your social media profile.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/662aaab83b869f6f31bfa49a_2024_CRUS_RND_Header-1480.jpg,Get the Red Nose Day USA Social Media Filter,website,,#333,summary_large_image,How to use the Red Nose Day USA filter on your social media profile.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/662aaab83b869f6f31bfa49a_2024_CRUS_RND_Header-1480.jpg,Get the Red Nose Day USA Social Media Filter,"width=device-width, initial-scale=1"
https://www.comicrelief.org/red-nose-day/dreamstakes-rules,Dreamstakes Rules,No description,No keywords,No canonical URL,,,,,Dreamstakes Rules,,,#333,,,,Dreamstakes Rules,"width=device-width, initial-scale=1"
https://www.comicrelief.org/red-nose-day/thank-you,Thank You,Your donation means you're now a part of our movement to help make childhood poverty a thing of the past and help all kids have more opportunities.,No keywords,No canonical URL,Your donation means you're now a part of our movement to help make childhood poverty a thing of the past and help all kids have more opportunities.,,Your donation means you're now a part of our movement to help make childhood poverty a thing of the past and help all kids have more opportunities.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65660bcfa637a7c5fa4f7c56_RNDH-social.jpg,Thank You,website,,#333,summary_large_image,Your donation means you're now a part of our movement to help make childhood poverty a thing of the past and help all kids have more opportunities.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65660bcfa637a7c5fa4f7c56_RNDH-social.jpg,Thank You,"width=device-width, initial-scale=1"
https://www.comicrelief.org/red-nose-day/sweeps-thank-you-for-entering,Not Found,No description,No keywords,No canonical URL,,,,,Not Found,,,#333,,,,Not Found,"width=device-width, initial-scale=1"
https://www.comicrelief.org/campaigns/innovation-growth-fund,Comic Relief | Innovation & Growth Fund,"At Comic Relief, we are committed to finding solutions that generate equality and uplift communities. We focus on addressing the causes — not just the consequences — of systemic poverty.",No keywords,No canonical URL,"At Comic Relief, we are committed to finding solutions that generate equality and uplift communities. We focus on addressing the causes — not just the consequences — of systemic poverty.",,"At Comic Relief, we are committed to finding solutions that generate equality and uplift communities. We focus on addressing the causes — not just the consequences — of systemic poverty.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Comic Relief | Innovation & Growth Fund,website,,#333,summary_large_image,"At Comic Relief, we are committed to finding solutions that generate equality and uplift communities. We focus on addressing the causes — not just the consequences — of systemic poverty.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Comic Relief | Innovation & Growth Fund,"width=device-width, initial-scale=1"
https://www.comicrelief.org/campaigns/red-nose-day,Red Nose Day | Comic Relief US,"Red Nose Day has raised more than $324 million, impacting the lives of over 31 million children. Learn more.",No keywords,No canonical URL,"Red Nose Day has raised more than $324 million, impacting the lives of over 31 million children. Learn more.",,"Red Nose Day has raised more than $324 million, impacting the lives of over 31 million children. Learn more.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Red Nose Day | Comic Relief US,website,,#333,summary_large_image,"Red Nose Day has raised more than $324 million, impacting the lives of over 31 million children. Learn more.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Red Nose Day | Comic Relief US,"width=device-width, initial-scale=1"
https://www.comicrelief.org/campaigns/childhood-dreamstakes-2024,Childhood Dreamstakes 2024,"This Red Nose Day is going to be dream-tastic! Donate to Red Nose Day to stand a chance to win a fun wacky, experience inspired by childhood dreams.",No keywords,No canonical URL,"This Red Nose Day is going to be dream-tastic! Donate to Red Nose Day to stand a chance to win a fun wacky, experience inspired by childhood dreams.",,"This Red Nose Day is going to be dream-tastic! Donate to Red Nose Day to stand a chance to win a fun wacky, experience inspired by childhood dreams.",,Childhood Dreamstakes 2024,website,,#333,summary_large_image,"This Red Nose Day is going to be dream-tastic! Donate to Red Nose Day to stand a chance to win a fun wacky, experience inspired by childhood dreams.",,Childhood Dreamstakes 2024,"width=device-width, initial-scale=1"
https://www.comicrelief.org/who-we-are/board,Comic Relief | Board of Directors,The Comic Relief Board oversees the strategic and financial health of the organization and is responsible for approving distribution of grants to our grantee partners.,No keywords,No canonical URL,The Comic Relief Board oversees the strategic and financial health of the organization and is responsible for approving distribution of grants to our grantee partners.,,The Comic Relief Board oversees the strategic and financial health of the organization and is responsible for approving distribution of grants to our grantee partners.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Comic Relief | Board of Directors,website,,#333,summary_large_image,The Comic Relief Board oversees the strategic and financial health of the organization and is responsible for approving distribution of grants to our grantee partners.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Comic Relief | Board of Directors,"width=device-width, initial-scale=1"
https://www.comicrelief.org/who-we-are/staff,Comic Relief | Our Staff,Our staff is a dedicated group of unique individuals committed to the collective goal of helping others and having fun along the way. Get to know the people behind the laughs.,No keywords,No canonical URL,Our staff is a dedicated group of unique individuals committed to the collective goal of helping others and having fun along the way. Get to know the people behind the laughs.,,Our staff is a dedicated group of unique individuals committed to the collective goal of helping others and having fun along the way. Get to know the people behind the laughs.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Comic Relief | Our Staff,website,,#333,summary_large_image,Our staff is a dedicated group of unique individuals committed to the collective goal of helping others and having fun along the way. Get to know the people behind the laughs.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Comic Relief | Our Staff,"width=device-width, initial-scale=1"
https://www.comicrelief.org/who-we-are/youth-advisory-council,Comic Relief | Youth Advisory Council,"This effort empowers voices from the communities that are most impacted by poverty, systemic inequity, and injustice. Learn more about the council's work.",No keywords,No canonical URL,"This effort empowers voices from the communities that are most impacted by poverty, systemic inequity, and injustice. Learn more about the council's work.",,"This effort empowers voices from the communities that are most impacted by poverty, systemic inequity, and injustice. Learn more about the council's work.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Comic Relief | Youth Advisory Council,website,,#333,summary_large_image,"This effort empowers voices from the communities that are most impacted by poverty, systemic inequity, and injustice. Learn more about the council's work.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Comic Relief | Youth Advisory Council,"width=device-width, initial-scale=1"
https://www.comicrelief.org/who-we-are/youth-advisory-council-past-cohorts,Comic Relief | Youth Advisory Council — Past Cohorts,We regularly refresh the youth advisory council roster through cohorts as an ongoing project. See the members of prior councils and how they led.,No keywords,No canonical URL,We regularly refresh the youth advisory council roster through cohorts as an ongoing project. See the members of prior councils and how they led.,,We regularly refresh the youth advisory council roster through cohorts as an ongoing project. See the members of prior councils and how they led.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Comic Relief | Youth Advisory Council — Past Cohorts,website,,#333,summary_large_image,We regularly refresh the youth advisory council roster through cohorts as an ongoing project. See the members of prior councils and how they led.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Comic Relief | Youth Advisory Council — Past Cohorts,"width=device-width, initial-scale=1"
https://www.comicrelief.org/gala/2023,Photos from the Comic Relief US Inaugural Winter Fête,No description,No keywords,No canonical URL,,,,,Photos from the Comic Relief US Inaugural Winter Fête,,,#333,,,,Photos from the Comic Relief US Inaugural Winter Fête,"width=device-width, initial-scale=1"
https://www.comicrelief.org/gala/donate,Not Found,No description,No keywords,No canonical URL,,,,,Not Found,,,#333,,,,Not Found,"width=device-width, initial-scale=1"
https://www.comicrelief.org/in-school,Red Nose Day in School | Comic Relief US,"Teachers! Find teaching empathy activities, lesson plans, and school fundraising ideas to help your students understand the issue of child poverty.",No keywords,No canonical URL,"Teachers! Find teaching empathy activities, lesson plans, and school fundraising ideas to help your students understand the issue of child poverty.",,"Teachers! Find teaching empathy activities, lesson plans, and school fundraising ideas to help your students understand the issue of child poverty.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65a816c8514d027221f5446c_rndis-ogimage-min.jpeg,Red Nose Day in School | Comic Relief US,website,,#333,summary_large_image,"Teachers! Find teaching empathy activities, lesson plans, and school fundraising ideas to help your students understand the issue of child poverty.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65a816c8514d027221f5446c_rndis-ogimage-min.jpeg,Red Nose Day in School | Comic Relief US,"width=device-width, initial-scale=1"
https://www.comicrelief.org/in-school/lesson-plans,Lesson Plans | Red Nose Day in School | Comic Relief US,"Free supplemental lesson plans and routines designed to build classroom community, help students strengthen their SEL skills, and realize their power to help others.",No keywords,No canonical URL,"Free supplemental lesson plans and routines designed to build classroom community, help students strengthen their SEL skills, and realize their power to help others.",,"Free supplemental lesson plans and routines designed to build classroom community, help students strengthen their SEL skills, and realize their power to help others.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65a816c8514d027221f5446c_rndis-ogimage-min.jpeg,Lesson Plans | Red Nose Day in School | Comic Relief US,website,,#333,summary_large_image,"Free supplemental lesson plans and routines designed to build classroom community, help students strengthen their SEL skills, and realize their power to help others.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65a816c8514d027221f5446c_rndis-ogimage-min.jpeg,Lesson Plans | Red Nose Day in School | Comic Relief US,"width=device-width, initial-scale=1"
https://www.comicrelief.org/in-school/community-builders-challenge-official-rules,Official Rules,Official Rules of the Community Builders Challenge by Lego Group and Red Nose Day,No keywords,No canonical URL,Official Rules of the Community Builders Challenge by Lego Group and Red Nose Day,,Official Rules of the Community Builders Challenge by Lego Group and Red Nose Day,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65ae835bd646c3690ab5ac59_RND-LEGO-meta-image.jpeg,Official Rules,website,,#333,summary_large_image,Official Rules of the Community Builders Challenge by Lego Group and Red Nose Day,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65ae835bd646c3690ab5ac59_RND-LEGO-meta-image.jpeg,Official Rules,"width=device-width, initial-scale=1"
https://www.comicrelief.org/kids-relief,Kids Relief | Comic Relief US,Kids already know they have the power to create epic change. Kids Relief is a new initiative to make sure nothing gets in their way.,No keywords,No canonical URL,Kids already know they have the power to create epic change. Kids Relief is a new initiative to make sure nothing gets in their way.,,Kids already know they have the power to create epic change. Kids Relief is a new initiative to make sure nothing gets in their way.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65d4e16d313f91bf14bb005c_kr-hero.jpg,Kids Relief | Comic Relief US,website,,#333,summary_large_image,Kids already know they have the power to create epic change. Kids Relief is a new initiative to make sure nothing gets in their way.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65d4e16d313f91bf14bb005c_kr-hero.jpg,Kids Relief | Comic Relief US,"width=device-width, initial-scale=1"
https://www.comicrelief.org/contact-us,Contact Us,Ready to put poverty in our past? Sign up for updates on the work Comic Relief is doing and how you can use your unique gifts to contribute to the mission.,No keywords,No canonical URL,Ready to put poverty in our past? Sign up for updates on the work Comic Relief is doing and how you can use your unique gifts to contribute to the mission.,,Ready to put poverty in our past? Sign up for updates on the work Comic Relief is doing and how you can use your unique gifts to contribute to the mission.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Contact Us,website,,#333,summary_large_image,Ready to put poverty in our past? Sign up for updates on the work Comic Relief is doing and how you can use your unique gifts to contribute to the mission.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/651458949e5b67a770af03c1_OG%20Image.png,Contact Us,"width=device-width, initial-scale=1"
https://www.comicrelief.org/kids-relief/powerpack,Kids Relief Our World Powerpack | Comic Relief US,Download the Powerpack for a fun and easy guide to help kids activate in their own communities.,No keywords,No canonical URL,Download the Powerpack for a fun and easy guide to help kids activate in their own communities.,,Download the Powerpack for a fun and easy guide to help kids activate in their own communities.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65d4e16d313f91bf14bb005c_kr-hero.jpg,Kids Relief Our World Powerpack | Comic Relief US,website,,#333,summary_large_image,Download the Powerpack for a fun and easy guide to help kids activate in their own communities.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65d4e16d313f91bf14bb005c_kr-hero.jpg,Kids Relief Our World Powerpack | Comic Relief US,"width=device-width, initial-scale=1"
https://www.comicrelief.org/kids-relief/sweepstakes-rules,Kids Relief Sweepstakes Rules,Kids already know they have the power to create epic change. Kids Relief is a new initiative to make sure nothing gets in their way.,No keywords,No canonical URL,Kids already know they have the power to create epic change. Kids Relief is a new initiative to make sure nothing gets in their way.,,Kids already know they have the power to create epic change. Kids Relief is a new initiative to make sure nothing gets in their way.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65d4e16d313f91bf14bb005c_kr-hero.jpg,Kids Relief Sweepstakes Rules,website,,#333,summary_large_image,Kids already know they have the power to create epic change. Kids Relief is a new initiative to make sure nothing gets in their way.,https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/65d4e16d313f91bf14bb005c_kr-hero.jpg,Kids Relief Sweepstakes Rules,"width=device-width, initial-scale=1"
https://www.comicrelief.org/ways-to-give,Ways to Give | Comic Relief US,"Discover meaningful ways to give with Comic Relief US! From direct donations to stock transfers, corporate matching, and planned gifts, each contribution supports life-changing programs to end intergenerational poverty and empower families. Join us in building just world free from poverty.",No keywords,No canonical URL,"Discover meaningful ways to give with Comic Relief US! From direct donations to stock transfers, corporate matching, and planned gifts, each contribution supports life-changing programs to end intergenerational poverty and empower families. Join us in building just world free from poverty.",,"Discover meaningful ways to give with Comic Relief US! From direct donations to stock transfers, corporate matching, and planned gifts, each contribution supports life-changing programs to end intergenerational poverty and empower families. Join us in building just world free from poverty.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/663145f4c86072a10a15f0c1_social-image.jpg,Ways to Give | Comic Relief US,website,,#333,summary_large_image,"Discover meaningful ways to give with Comic Relief US! From direct donations to stock transfers, corporate matching, and planned gifts, each contribution supports life-changing programs to end intergenerational poverty and empower families. Join us in building just world free from poverty.",https://cdn.prod.website-files.com/64ef9f67e2a04fa89656701f/663145f4c86072a10a15f0c1_social-image.jpg,Ways to Give | Comic Relief US,"width=device-width, initial-scale=1"
